[SHORT TFBS MATRIX]
MA0004.1	82506	0.88070202514989	0.0662450153249153
MA0069.1	82506	0.793543945186876	0.035890245054743
MA0071.1	82506	0.861486594915935	0.0483348277548456
MA0074.1	82506	0.779122200537287	0.0365132677013218
MA0101.1	82506	0.890864833426565	0.0389211718555753
MA0107.1	82506	0.849223137848079	0.0487123066843247
MA0111.1	82506	0.885761533047244	0.0294965619353638
MA0115.1	82506	0.701715246357195	0.0413538673499795
MA0116.1	82506	0.843082393098201	0.041033580466833
MA0119.1	82506	0.766430958270688	0.0498252557562091
MA0130.1	82506	0.981397176104797	0.0263904637013974
MA0142.1	82506	0.79036584024185	0.0465094660764472
MA0149.1	82506	0.709321918231321	0.05567423815782
MA0151.1	82506	0.951422177782381	0.0651629542296946
MA0155.1	82506	0.868427539050275	0.0399417876761292
MA0159.1	82506	0.81435414181987	0.0329859345540391
MA0163.1	82506	0.812513985465159	0.0494323766836531
MA0145.2	82506	0.849108972895296	0.0378173332013397
MA0468.1	82506	0.84472589064267	0.052073862971273
MA0515.1	82506	0.897899856874727	0.044345724401811
MA0258.2	82506	0.820039151559624	0.0384571182646668
MA0595.1	82506	0.880874023763506	0.0446436867462296
MA0596.1	82506	0.86672632284029	0.0468290414380196
MA0599.1	82506	0.928862373554591	0.0561909079634464
MA0604.1	82506	0.856906611247779	0.0501164324314057
MA0608.1	82506	0.851428463390746	0.0477968570009743
MA0613.1	82506	0.878682693375193	0.0659526279222553
MA0614.1	82506	0.902798239265029	0.0563532046161511
MA0636.1	82506	0.80073107500594	0.0518011975391726
MA0641.1	82506	0.793328637571123	0.045973532399776
MA0042.2	82506	0.896718811373764	0.0574697369286516
MA0033.2	82506	0.930870485738007	0.0549938104703306
MA0153.2	82506	0.773817140787502	0.0599197050723196
MA0486.2	82506	0.772764948035652	0.0502066210861901
MA0653.1	82506	0.720170786459554	0.0456026104257047
MA0655.1	82506	0.813306342427573	0.0554629517213589
MA0660.1	82506	0.808055131412392	0.0674632791947217
MA0663.1	82506	0.802151033898904	0.0487755244930368
MA0665.1	82506	0.835433901850957	0.0432184986135585
MA0667.1	82506	0.823171926341109	0.0475767553949509
MA0669.1	82506	0.828978932442428	0.0471276434627946
MA0676.1	82506	0.87439863111197	0.0493976269491996
MA0678.1	82506	0.833702896462042	0.0489278514920905
MA0068.2	82506	0.864460822308027	0.0560058805119676
MA0512.2	82506	0.748202261368744	0.0426839411481593
MA0083.3	82506	0.717857527205064	0.0448488147979564
MA0009.2	82506	0.731271190666667	0.039879005357731
MA0689.1	82506	0.832654166889796	0.0413615658365074
MA0691.1	82506	0.82901466882284	0.0507055740430506
MA0696.1	82506	0.781552048363077	0.0468834422460508
MA0713.1	82506	0.826469756498443	0.0639319049783703
MA0715.1	82506	0.804964742550261	0.0706428273103247
MA0724.1	82506	0.86717227091129	0.0528524641448127
MA0728.1	82506	0.752506572944307	0.0532366769843351
MA0729.1	82506	0.72906468837173	0.0434618312518589
MA0730.1	82506	0.733596662104611	0.0403248191121181
MA0731.1	82506	0.696419552874142	0.0415166507614679
MA0472.2	82506	0.812207659278123	0.0505714544560108
MA0736.1	82506	0.795706494826479	0.04336421906649
MA0737.1	82506	0.75772037311939	0.039301555810884
MA0741.1	82506	0.871616289252122	0.0613255050734838
MA0088.2	82506	0.770847996079124	0.0388420960157501
MA0758.1	82506	0.717346761278313	0.0455096636989151
MA0770.1	82506	0.786460808056747	0.0488942944088755
MA0771.1	82506	0.810148247752929	0.0449306237796862
MA0773.1	82506	0.82073237138314	0.0698331715389169
MA0774.1	82506	0.892737440876041	0.0492826411958172
MA0776.1	82506	0.768237582836906	0.0415422047077498
MA0777.1	82506	0.734462191414959	0.0395873240648198
MA0105.4	82506	0.747993005065087	0.0547792916959028
MA0780.1	82506	0.788046033529451	0.0691397595984559
MA0783.1	82506	0.759446203135967	0.0488439494722278
MA0787.1	82506	0.821102457014153	0.0620990482721443
MA0788.1	82506	0.816323755405408	0.0612520223124781
MA0789.1	82506	0.843835393316471	0.0654679313317412
MA0792.1	82506	0.864374240805518	0.0598668493435429
MA0794.1	82506	0.784602722945903	0.0406337212727049
MA0795.1	82506	0.781645199310449	0.0466377884079788
MA0796.1	82506	0.734584736335062	0.0512625076184248
MA0797.1	82506	0.765300377034062	0.0468064604714509
MA0511.2	82506	0.857000452169549	0.0448620152593741
MA0801.1	82506	0.892786790834751	0.0500549521159832
MA0803.1	82506	0.872595916965877	0.0554025991122952
MA0805.1	82506	0.873336384708214	0.0552546873687216
MA0806.1	82506	0.897587953791973	0.0469818429366114
MA0807.1	82506	0.903589914511118	0.0440133760601491
MA0808.1	82506	0.907722334427136	0.0496978647385227
MA0813.1	82506	0.824930296440175	0.0564447458831612
MA0815.1	82506	0.817182315429199	0.0591182010840239
MA0816.1	82506	0.860126978704657	0.0487531092785597
MA0822.1	82506	0.752077465773102	0.0569955065120327
MA0823.1	82506	0.822276771576098	0.0579066386233942
MA0826.1	82506	0.81656853253843	0.0524273842359593
MA0827.1	82506	0.855480886622328	0.0444523461083667
MA0838.1	82506	0.809006906041568	0.046229616090522
MA0845.1	82506	0.849754442150643	0.0602564088411762
MA0032.2	82506	0.877992915592612	0.0568831842725636
MA0848.1	82506	0.914914219516382	0.0527259902524927
MA0849.1	82506	0.900199731109547	0.0570495914926877
MA0850.1	82506	0.942016089851834	0.0380643358039044
MA0855.1	82506	0.745027774979147	0.0428138818624228
MA0856.1	82506	0.755456591241021	0.0419748383255234
MA0857.1	82506	0.723408640855273	0.0484432935458354
MA0858.1	82506	0.727886930076285	0.0411268277658937
MA0860.1	82506	0.725940618109476	0.0455196737819509
MA0525.2	82506	0.725717140294376	0.0383200771512025
MA0106.3	82506	0.732880207916186	0.0364620533704548
MA0862.1	82506	0.836324467560375	0.0457260803745461
MA0863.1	82506	0.746034787981603	0.0381825567819662
MA0024.3	82506	0.782627884012759	0.0437820225944065
MA0866.1	82506	0.733888286474488	0.0512643381084568
MA0870.1	82506	0.734095263962967	0.0514005767008538
MA0872.1	82506	0.811958598237092	0.0605143324611414
MA1124.1	82506	0.753494511949963	0.0611853259009584
MA1155.1	82506	0.75817186592052	0.0423860778853512
MA1127.1	82506	0.784818424365756	0.0499969683815523
MA1129.1	82506	0.797689286958718	0.0499269217908397
MA1136.1	82506	0.810208208984859	0.0481623280628034
MA1420.1	82506	0.769116768342256	0.0375382033293675
MA1421.1	82506	0.801805554244111	0.0451106378831265
MA1468.1	82506	0.878012722719344	0.0380255618737084
MA1485.1	82506	0.787471447775412	0.0437757227522495
